name,type,activity_code,activity,budget,memberships,zip,registerNumber,interestPercentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
Spiele-Autoren-Zunft e.V. (SAZ),,ACT_PROFESSION_ASSOC,Berufsverband,10000.0,['R004167'],79102.0,R000162,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deutsche Gesellschaft für Medizinische Informatik, Biometrie und Epidemiologie (GMDS) e.V.",,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10000.0,[],50996.0,R003747,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_LAWYER,"Anwaltskanzlei, Einzelanwältin oder Einzelanwalt",10000.0,[],,R001848,0.1666666666666666,"{'name': 'Xempus AG', 'phoneNumber': '+498920001750', 'organizationEmails': ['lobbyregister@xempus.com'], 'websites': ['www.xempus.com'], 'legalRepresentatives': [{'commonFirstName': 'Tobias', 'lastName': 'Wann', 'function': 'CEO', 'phoneNumber': '+498920001750', 'organizationMemberEmails': ['lobbyregister@xempus.com']}], 'address.type': 'NATIONAL', 'address.street': 'Arnulfstraße', 'address.streetNumber': '126', 'address.zipCode': '80636', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_AG', 'legalForm.code_de': 'Aktiengesellschaft (AG)', 'legalForm.code_en': 'Stock company (AG)', 'legalForm.type': 'JURISTIC_PERSON'}","{'name': 'Verband der Privatärztlichen Verrechnungsstellen e.V.', 'phoneNumber': '+493028049630', 'organizationEmails': ['verband@pvs.de'], 'websites': ['https://www.pvs.de'], 'legalRepresentatives': [{'commonFirstName': 'Stefan', 'lastName': 'Tilgner', 'function': 'Geschäftsführendes Mitglied des Vorstandes', 'phoneNumber': '+493028049630', 'organizationMemberEmails': ['verband@pvs.de']}], 'address.type': 'NATIONAL', 'address.street': 'Marienstraße', 'address.streetNumber': '30', 'address.zipCode': '10117', 'address.city': 'Berlin', 'address.country.code': 'DE', 'legalForm.code': 'LF_EV', 'legalForm.code_de': 'Eingetragener Verein (e. V.)', 'legalForm.code_en': 'Registered association', 'legalForm.type': 'JURISTIC_PERSON'}","{'name': 'Swiss Life Deutschland Holding GmbH', 'phoneNumber': '+4951190200', 'organizationEmails': ['info@swisslife.de'], 'websites': ['http://www.swisslife.de/'], 'legalRepresentatives': [{'commonFirstName': 'Jörg', 'lastName': ' Arnold', 'function': 'Geschäftsführer', 'phoneNumber': '+4951190200', 'organizationMemberEmails': ['public-affairs@swisslife.de']}], 'address.type': 'NATIONAL', 'address.street': 'Swiss-Life-Platz', 'address.streetNumber': '1', 'address.zipCode': '30659', 'address.city': 'Hannover', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasfaser Direkt GmbH,,ACT_ORGANIZATION,Unternehmen,10000.0,"['R000088', 'R002709']",53879.0,R003827,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandenburgische Spielbanken GmbH & Co. KG,,ACT_ORGANIZATION,Unternehmen,10000.0,['R002674'],14480.0,R001302,0.1851851851851851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharmainitiative Bayern,,ACT_NONPROFIT_ORGA,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",10000.0,[],81679.0,R000548,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutscher Lottoverband e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,10000.0,[],22765.0,R005080,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechniSat Digital GmbH ,,ACT_ORGANIZATION,Unternehmen,10000.0,[],54550.0,R005071,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yoummday,,ACT_ORGANIZATION,Unternehmen,10000.0,"['R000672', 'R002111', 'R000903']",80797.0,R005556,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz für Sicherheit in der Wirtschaft Sachsen e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10000.0,"['R003809', 'R003449', 'R003134']",1067.0,R002916,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europäische Akademie für Informationsfreiheit und Datenschutz e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10000.0,[],14193.0,R002909,0.2592592592592592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG KRITIS,,ACT_OTHER,,10000.0,[],63452.0,R000138,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marienfeld Multimedia GmbH,,ACT_ORGANIZATION,Unternehmen,10000.0,[],45896.0,R002863,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDV eTicket Service GmbH & Co. KG,,ACT_ORGANIZATION,Unternehmen,10000.0,[],50670.0,R002867,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND BRANDENBURG LOTTO GmbH,,ACT_ORGANIZATION,Unternehmen,10000.0,['R000872'],14480.0,R001292,0.1794871794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,[],,R001205,0.3333333333333333,"{'name': 'Eutop Europe GmbH', 'phoneNumber': '+49893237000', 'organizationEmails': ['eutop@eutop.eu'], 'websites': ['www.eutop.eu'], 'legalRepresentatives': [{'commonFirstName': 'Walter Hannes', 'lastName': 'Tombrock', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}, {'commonFirstName': 'Christian Bernhard', 'lastName': 'Schaufler', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}], 'address.type': 'NATIONAL', 'address.street': 'Denninger Straße', 'address.streetNumber': '15', 'address.zipCode': '81679', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmonauts and Kings GmbH,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,[],10559.0,R005431,0.1739130434782608,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R001875', 'name': 'Siemens AG', 'phoneNumber': '+498978050', 'organizationEmails': ['lobbyregister.de@siemens.com'], 'websites': ['https://www.siemens.com/de/'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dr. ', 'commonFirstName': 'Roland', 'lastName': 'Busch', 'function': 'Vorsitzender des Vorstands der Siemens AG', 'phoneNumber': '+498978050', 'organizationMemberEmails': ['lobbyregister.de@siemens.com']}, {'commonFirstName': 'Cedrik', 'lastName': 'Neike', 'function': 'Mitglied des Vorstands der Siemens AG und CEO Digital Industries', 'phoneNumber': '+498978050', 'organizationMemberEmails': ['lobbyregister.de@siemens.com']}, {'commonFirstName': 'Matthias', 'lastName': 'Rebellius', 'function': 'Mitglied des Vorstands der Siemens AG und CEO Smart Infrastructure', 'phoneNumber': '+498978050', 'organizationMemberEmails': ['lobbyregister.de@siemens.com']}, {'academicDegreeBefore': 'Prof. Dr. rer. pol.', 'commonFirstName': 'Ralf P.', 'lastName': 'Thomas', 'function': 'Finanzvorstand und Mitglied des Vorstands der Siemens AG', 'phoneNumber': '+498978050', 'organizationMemberEmails': ['lobbyregister.de@siemens.com']}, {'commonFirstName': 'Judith', 'lastName': 'Wiese', 'function': 'Chief People and Sustainability Officer, Mitglied des Vorstands der Siemens AG und Arbeitsdirektorin', 'phoneNumber': '+498978050', 'organizationMemberEmails': ['lobbyregister.de@siemens.com']}], 'address.type': 'NATIONAL', 'address.street': 'Werner-von-Siemens-Straße', 'address.streetNumber': '1', 'address.zipCode': '80333', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_AG', 'legalForm.code_de': 'Aktiengesellschaft (AG)', 'legalForm.code_en': 'Stock company (AG)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesvereinigung Logistik (BVL) e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,[],28195.0,R001850,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Electronics Co., Ltd.",,ACT_ORGANIZATION,Unternehmen,0.0,[],,R005025,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiskaly GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,[],,R005031,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Electronics Europe,,ACT_ORGANIZATION,Unternehmen,0.0,[],,R005026,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Leap GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,[],10625.0,R005088,0.1538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACT_ORGANIZATION,Unternehmen,0.0,[],,R005246,0.4545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Software Industry Association,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,0.0,[],,R004673,0.1590909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narravero GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,[],48143.0,R005357,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_ORGANIZATION,Unternehmen,0.0,[],,R004744,0.2,"{'name': 'Omio Travel GmbH', 'phoneNumber': '+491714982362', 'organizationEmails': ['boris.radke@omio.com'], 'websites': ['https://de.omio.com/'], 'legalRepresentatives': [{'commonFirstName': 'Boris', 'lastName': 'Radke', 'function': 'Vice President Corporate Affairs', 'phoneNumber': '+491714982362', 'organizationMemberEmails': ['boris.radke@omio.com']}], 'address.type': 'NATIONAL', 'address.nationalAdditional1': 'Omio Travel GmbH', 'address.street': 'Warschauer Platz', 'address.streetNumber': '12', 'address.zipCode': '10245', 'address.city': 'Berlin', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stiftung taubblind leben,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,['R004378'],65529.0,R004774,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one2many B.V,,ACT_ORGANIZATION,Unternehmen,0.0,[],,R004683,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
German Datacenter Association e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,0.0,[],60314.0,R004624,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimplifyU GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,[],82467.0,R004947,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernhardt IT Management Consulting GmbH,,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,[],13465.0,R004825,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lieferando (yd. yourdelivery GmbH),,ACT_ORGANIZATION,Unternehmen,0.0,[],10997.0,R005225,0.1764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experian PLC,,ACT_ORGANIZATION,Unternehmen,0.0,[],,R005188,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NExT - Netzwerk - Experten digitale Transformation der Verwaltung e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,[],10969.0,R003682,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forum Medien und Entwicklung - fome,ORGANIZATION,ACT_NONPROFIT_ORGA,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0.0,[],52064.0,R001181,0.4444444444444444,"{'name': 'Forum Medien und Entwicklung - fome', 'phoneNumber': '+491629353967', 'organizationEmails': ['sofie.jannusch@cameco.org'], 'websites': ['https://fome.info/'], 'legalRepresentatives': [{'commonFirstName': 'Sofie', 'lastName': 'Jannusch', 'function': 'Koordinatorin (ehrenamtlich)', 'phoneNumber': '+491629353967', 'organizationMemberEmails': ['sofie.jannusch@cameco.org']}], 'address.type': 'NATIONAL', 'address.nationalAdditional1': 'Forum Medien und Entwicklung', 'address.nationalAdditional2': 'c/o Sofie Jannusch bei CAMECO', 'address.street': 'Anton-Kurze-Allee', 'address.streetNumber': '2', 'address.zipCode': '52064', 'address.city': 'Aachen', 'address.country.code': 'DE', 'legalForm.code': 'LF_OTHER_UNDEFINED', 'legalForm.code_de': 'Netzwerk, Plattform oder andere Form kollektiver Tätigkeit', 'legalForm.code_en': 'Networks, platforms or other forms of collective activity', 'legalForm.type': 'NETWORK_PLATFORM_OR_OTHER', 'legalForm.legalFormText': 'Im Forum Medien und Entwicklung (fome) sind 29 Organisationen der Medien-Entwicklungszusammenarbeit (MEZ) im deutschen Sprachraum miteinander vernetzt.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultural Commons Collecting Society SCE mit beschränkter Haftung (C3S SCE),,ACT_OTHER,,0.0,[],40479.0,R005562,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwarz Digital GmbH & Co. KG,,ACT_ORGANIZATION,Unternehmen,0.0,['R002955'],74172.0,R005505,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IfKom - Ingenieure für Kommunikation e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,0.0,"['R003330', 'R002737']",44357.0,R000006,0.3571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIO Enterprise GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,[],80331.0,R005838,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publicplan GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,"['R000672', 'R003404', 'R003013']",40476.0,R000152,0.4545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zentralverband Deutscher Milchwirtschaftler e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,0.0,['R002175'],10117.0,R000488,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atos Information Technology GmbH,,ACT_ORGANIZATION,Unternehmen,0.0,['R000672'],81739.0,R000468,0.1923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwarz IT KG,,ACT_ORGANIZATION,Unternehmen,0.0,['R002737'],74172.0,R005720,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bechtle GmbH & Co. KG - IT Systemhaus Bonn/Köln - Headquarters Bonn,,ACT_ORGANIZATION,Unternehmen,0.0,['R001208'],53177.0,R005715,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ORGANIZATION,ACT_CONSULTING,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,[],,R000201,0.4166666666666667,"{'name': 'EUTOP Europe GmbH', 'phoneNumber': '+49893237000', 'organizationEmails': ['eutop@eutop.eu'], 'websites': ['www.eutop.eu'], 'legalRepresentatives': [{'commonFirstName': 'Christian', 'lastName': 'Schaufler', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}, {'commonFirstName': 'Walter', 'lastName': 'Tombrock', 'function': 'Geschäftsführer', 'phoneNumber': '+49893237000', 'organizationMemberEmails': ['eutop@eutop.eu']}], 'address.type': 'NATIONAL', 'address.street': 'Denninger Straße', 'address.streetNumber': '15', 'address.zipCode': '81679', 'address.city': 'München', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bechtle AG,,ACT_ORGANIZATION,Unternehmen,0.0,['R001208'],74172.0,R005714,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband für Sicherheitstechnik e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,[],22359.0,R005814,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female.vision e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,[],10707.0,R005795,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
